0.084875;1.90233
0.127094;1.88372
0.169312;2.61035
0.211531;2.87132
0.25375;3.01239
0.295969;3.01681
0.338187;2.84672
0.380406;2.72996
0.422625;2.58928
0.464844;2.46091
0.507062;2.42144
0.549281;2.2806
0.5915;2.17754
0.633719;2.05344
0.675937;1.94749
0.718156;1.86589
0.760375;1.88932
0.802594;1.83099
0.844812;1.75742
0.887031;1.88971
0.92925;1.76851
0.971469;1.91428
1.013687;1.77939
1.055906;1.89425
1.098125;0
1.140344;0
1.182562;0
1.224781;0
1.267;0
1.309219;0
1.351437;0
1.393656;0
1.435875;0
1.478094;0
1.520312;0
1.562531;0
